peak_id	chromosome	start	end	strand
28261	chr13	92861409	92861809	*
28262	chr13	92923520	92923920	*
28263	chr13	92940604	92941004	*
28264	chr13	92948586	92948986	*
28265	chr13	92964146	92964546	*
28266	chr13	92987754	92988154	*
28267	chr13	93007114	93007514	*
28268	chr13	93094513	93094913	*
28269	chr13	93096604	93097004	*
28270	chr13	93144492	93144892	*
28271	chr13	93162517	93162917	*
28272	chr13	93179548	93179948	*
28273	chr13	93192305	93192705	*
28274	chr13	93231005	93231405	*
28275	chr13	93237650	93238050	*
28276	chr13	93243085	93243485	*
28277	chr13	93248695	93249095	*
28278	chr13	93251733	93252133	*
28279	chr13	93253567	93253967	*
28280	chr13	93274004	93274404	*
28281	chr13	93300952	93301352	*
28282	chr13	93303514	93303914	*
28283	chr13	93354839	93355239	*
28284	chr13	93488480	93488880	*
28285	chr13	93499514	93499914	*
28286	chr13	93517909	93518309	*
28287	chr13	93520102	93520502	*
28288	chr13	93582482	93582882	*
28289	chr13	93593324	93593724	*
28290	chr13	93605605	93606005	*
28291	chr13	93612920	93613320	*
28292	chr13	93683330	93683730	*
28293	chr13	93715879	93716279	*
28294	chr13	93718101	93718501	*
28295	chr13	93723638	93724038	*
28296	chr13	93749674	93750074	*
28297	chr13	93755087	93755487	*
28298	chr13	93771952	93772352	*
28299	chr13	93773678	93774078	*
28300	chr13	93778093	93778493	*
28301	chr13	93782865	93783265	*
28302	chr13	93793327	93793727	*
28303	chr13	93796977	93797377	*
28304	chr13	93810365	93810765	*
28305	chr13	93815965	93816365	*
28306	chr13	93842278	93842678	*
28307	chr13	93861270	93861670	*
28308	chr13	93882129	93882529	*
28309	chr13	93898513	93898913	*
28310	chr13	93901249	93901649	*
28311	chr13	93922526	93922926	*
28312	chr13	93924846	93925246	*
28313	chr13	93939415	93939815	*
28314	chr13	93970093	93970493	*
28315	chr13	93977107	93977507	*
28316	chr13	93989230	93989630	*
28317	chr13	93992358	93992758	*
28318	chr13	93996737	93997137	*
28319	chr13	94005863	94006263	*
28320	chr13	94021328	94021728	*
28321	chr13	94024924	94025324	*
28322	chr13	94050384	94050784	*
28323	chr13	94058238	94058638	*
28324	chr13	94062730	94063130	*
28325	chr13	94073493	94073893	*
28326	chr13	94094201	94094601	*
28327	chr13	94098310	94098710	*
28328	chr13	94109080	94109480	*
28329	chr13	94116690	94117090	*
28330	chr13	94122890	94123290	*
28331	chr13	94132579	94132979	*
28332	chr13	94143304	94143704	*
28333	chr13	94149011	94149411	*
28334	chr13	94150427	94150827	*
28335	chr13	94154523	94154923	*
28336	chr13	94158779	94159179	*
28337	chr13	94162501	94162901	*
28338	chr13	94164274	94164674	*
28339	chr13	94169362	94169762	*
28340	chr13	94172517	94172917	*
28341	chr13	94173785	94174185	*
28342	chr13	94177132	94177532	*
28343	chr13	94180974	94181374	*
28344	chr13	94185131	94185531	*
28345	chr13	94190435	94190835	*
28346	chr13	94196338	94196738	*
28347	chr13	94198124	94198524	*
28348	chr13	94200559	94200959	*
28349	chr13	94205218	94205618	*
28350	chr13	94225182	94225582	*
28351	chr13	94239828	94240228	*
28352	chr13	94243861	94244261	*
28353	chr13	94262561	94262961	*
28354	chr13	94263978	94264378	*
28355	chr13	94285212	94285612	*
28356	chr13	94295944	94296344	*
28357	chr13	94298415	94298815	*
28358	chr13	94300926	94301326	*
28359	chr13	94308118	94308518	*
28360	chr13	94322443	94322843	*
28361	chr13	94354247	94354647	*
28362	chr13	94358734	94359134	*
28363	chr13	94364603	94365003	*
28364	chr13	94367844	94368244	*
28365	chr13	94382010	94382410	*
28366	chr13	94388592	94388992	*
28367	chr13	94392081	94392481	*
28368	chr13	94395592	94395992	*
28369	chr13	94398946	94399346	*
28370	chr13	94409939	94410339	*
28371	chr13	94429606	94430006	*
28372	chr13	94464223	94464623	*
28373	chr13	94466900	94467300	*
28374	chr13	94476177	94476577	*
28375	chr13	94487724	94488124	*
28376	chr13	94524747	94525147	*
28377	chr13	94542284	94542684	*
28378	chr13	94559975	94560375	*
28379	chr13	94605916	94606316	*
28380	chr13	94630065	94630465	*
28381	chr13	94702600	94703000	*
28382	chr13	94709745	94710145	*
28383	chr13	94711321	94711721	*
28384	chr13	94713451	94713851	*
28385	chr13	94788839	94789239	*
28386	chr13	94806288	94806688	*
28387	chr13	94812262	94812662	*
28388	chr13	94813749	94814149	*
28389	chr13	94838066	94838466	*
28390	chr13	94849204	94849604	*
28391	chr13	94868582	94868982	*
28392	chr13	94870206	94870606	*
28393	chr13	94873649	94874049	*
28394	chr13	94883106	94883506	*
28395	chr13	94885318	94885718	*
28396	chr13	94889146	94889546	*
28397	chr13	94923952	94924352	*
28398	chr13	94941207	94941607	*
28399	chr13	94976135	94976535	*
28400	chr13	95012606	95013006	*
28401	chr13	95019322	95019722	*
28402	chr13	95021293	95021693	*
28403	chr13	95033036	95033436	*
28404	chr13	95038225	95038625	*
28405	chr13	95044105	95044505	*
28406	chr13	95049306	95049706	*
28407	chr13	95076168	95076568	*
28408	chr13	95092015	95092415	*
28409	chr13	95102995	95103395	*
28410	chr13	95135208	95135608	*
28411	chr13	95222903	95223303	*
28412	chr13	95231657	95232057	*
28413	chr13	95273720	95274120	*
28414	chr13	95286968	95287368	*
28415	chr13	95324983	95325383	*
28416	chr13	95330430	95330830	*
28417	chr13	95342271	95342671	*
28418	chr13	95347035	95347435	*
28419	chr13	95358210	95358610	*
28420	chr13	95375141	95375541	*
28421	chr13	95382396	95382796	*
28422	chr13	95390222	95390622	*
28423	chr13	95392322	95392722	*
28424	chr13	95418568	95418968	*
28425	chr13	95427548	95427948	*
28426	chr13	95443272	95443672	*
28427	chr13	95451231	95451631	*
28428	chr13	95469655	95470055	*
28429	chr13	95470918	95471318	*
28430	chr13	95481393	95481793	*
28431	chr13	95489553	95489953	*
28432	chr13	95494864	95495264	*
28433	chr13	95503455	95503855	*
28434	chr13	95524762	95525162	*
28435	chr13	95534240	95534640	*
28436	chr13	95548380	95548780	*
28437	chr13	95553839	95554239	*
28438	chr13	95563639	95564039	*
28439	chr13	95567156	95567556	*
28440	chr13	95584968	95585368	*
28441	chr13	95592843	95593243	*
28442	chr13	95618343	95618743	*
28443	chr13	95638868	95639268	*
28444	chr13	95679158	95679558	*
28445	chr13	95685719	95686119	*
28446	chr13	95696703	95697103	*
28447	chr13	95715372	95715772	*
28448	chr13	95719827	95720227	*
28449	chr13	95741972	95742372	*
28450	chr13	95765093	95765493	*
28451	chr13	95765985	95766385	*
28452	chr13	95770968	95771368	*
28453	chr13	95777158	95777558	*
28454	chr13	95778721	95779121	*
28455	chr13	95788740	95789140	*
28456	chr13	95790926	95791326	*
28457	chr13	95794323	95794723	*
28458	chr13	95799343	95799743	*
28459	chr13	95813624	95814024	*
28460	chr13	95828679	95829079	*
28461	chr13	95831773	95832173	*
28462	chr13	95841951	95842351	*
28463	chr13	95844903	95845303	*
28464	chr13	95847907	95848307	*
28465	chr13	95849678	95850078	*
28466	chr13	95868805	95869205	*
28467	chr13	95888182	95888582	*
28468	chr13	95890782	95891182	*
28469	chr13	95900056	95900456	*
28470	chr13	95913087	95913487	*
28471	chr13	95924151	95924551	*
28472	chr13	95941884	95942284	*
28473	chr13	95943899	95944299	*
28474	chr13	95949324	95949724	*
28475	chr13	95951030	95951430	*
28476	chr13	95955518	95955918	*
28477	chr13	95957163	95957563	*
28478	chr13	95961156	95961556	*
28479	chr13	95966488	95966888	*
28480	chr13	95967980	95968380	*
28481	chr13	95973368	95973768	*
28482	chr13	95988144	95988544	*
28483	chr13	96004271	96004671	*
28484	chr13	96011139	96011539	*
28485	chr13	96049884	96050284	*
28486	chr13	96106410	96106810	*
28487	chr13	96373385	96373785	*
28488	chr13	96388043	96388443	*
28489	chr13	96421203	96421603	*
28490	chr13	96431757	96432157	*
28491	chr13	96433657	96434057	*
28492	chr13	96436954	96437354	*
28493	chr13	96455318	96455718	*
28494	chr13	96466232	96466632	*
28495	chr13	96476258	96476658	*
28496	chr13	96496640	96497040	*
28497	chr13	96506386	96506786	*
28498	chr13	96510579	96510979	*
28499	chr13	96517294	96517694	*
28500	chr13	96521303	96521703	*
28501	chr13	96527846	96528246	*
28502	chr13	96533722	96534122	*
28503	chr13	96542407	96542807	*
28504	chr13	96547925	96548325	*
28505	chr13	96555224	96555624	*
28506	chr13	96558697	96559097	*
28507	chr13	96578811	96579211	*
28508	chr13	96586342	96586742	*
28509	chr13	96593589	96593989	*
28510	chr13	96648025	96648425	*
28511	chr13	96652778	96653178	*
28512	chr13	96664377	96664777	*
28513	chr13	96670770	96671170	*
28514	chr13	96681084	96681484	*
28515	chr13	96682952	96683352	*
28516	chr13	96687196	96687596	*
28517	chr13	96688824	96689224	*
28518	chr13	96697773	96698173	*
28519	chr13	96703345	96703745	*
28520	chr13	96709878	96710278	*
28521	chr13	96715223	96715623	*
28522	chr13	96725123	96725523	*
28523	chr13	96742911	96743311	*
28524	chr13	96792126	96792526	*
28525	chr13	96906645	96907045	*
28526	chr13	96911186	96911586	*
28527	chr13	96914877	96915277	*
28528	chr13	96924431	96924831	*
28529	chr13	96928610	96929010	*
28530	chr13	96939700	96940100	*
28531	chr13	96967821	96968221	*
28532	chr13	96971030	96971430	*
28533	chr13	96983674	96984074	*
28534	chr13	97007568	97007968	*
28535	chr13	97071788	97072188	*
28536	chr13	97099454	97099854	*
28537	chr13	97129104	97129504	*
28538	chr13	97137766	97138166	*
28539	chr13	97167663	97168063	*
28540	chr13	97172635	97173035	*
28541	chr13	97187666	97188066	*
28542	chr13	97208060	97208460	*
28543	chr13	97219441	97219841	*
28544	chr13	97235046	97235446	*
28545	chr13	97240925	97241325	*
28546	chr13	97249583	97249983	*
28547	chr13	97254764	97255164	*
28548	chr13	97265424	97265824	*
28549	chr13	97272064	97272464	*
28550	chr13	97275857	97276257	*
28551	chr13	97295406	97295806	*
28552	chr13	97321431	97321831	*
28553	chr13	97329726	97330126	*
28554	chr13	97340504	97340904	*
28555	chr13	97373054	97373454	*
28556	chr13	97376141	97376541	*
28557	chr13	97386552	97386952	*
28558	chr13	97395280	97395680	*
28559	chr13	97410518	97410918	*
28560	chr13	97419081	97419481	*
28561	chr13	97435456	97435856	*
28562	chr13	97442325	97442725	*
28563	chr13	97462297	97462697	*
28564	chr13	97485898	97486298	*
28565	chr13	97510904	97511304	*
28566	chr13	97522751	97523151	*
28567	chr13	97523740	97524140	*
28568	chr13	97530544	97530944	*
28569	chr13	97533846	97534246	*
28570	chr13	97539656	97540056	*
28571	chr13	97546142	97546542	*
28572	chr13	97548537	97548937	*
28573	chr13	97559627	97560027	*
28574	chr13	97567653	97568053	*
28575	chr13	97569987	97570387	*
28576	chr13	97578720	97579120	*
28577	chr13	97584135	97584535	*
28578	chr13	97594778	97595178	*
28579	chr13	97599632	97600032	*
28580	chr13	97604453	97604853	*
28581	chr13	97607125	97607525	*
28582	chr13	97626723	97627123	*
28583	chr13	97633101	97633501	*
28584	chr13	97644942	97645342	*
28585	chr13	97660098	97660498	*
28586	chr13	97678453	97678853	*
28587	chr13	97691281	97691681	*
28588	chr13	97698936	97699336	*
28589	chr13	97766998	97767398	*
28590	chr13	97769793	97770193	*
28591	chr13	97857866	97858266	*
28592	chr13	97869466	97869866	*
28593	chr13	97927858	97928258	*
28594	chr13	97930942	97931342	*
28595	chr13	97938904	97939304	*
28596	chr13	97941057	97941457	*
28597	chr13	97948012	97948412	*
28598	chr13	97959231	97959631	*
28599	chr13	97973354	97973754	*
28600	chr13	97974803	97975203	*
28601	chr13	97976702	97977102	*
28602	chr13	98008614	98009014	*
28603	chr13	98027649	98028049	*
28604	chr13	98031298	98031698	*
28605	chr13	98040618	98041018	*
28606	chr13	98062848	98063248	*
28607	chr13	98124165	98124565	*
28608	chr13	98132906	98133306	*
28609	chr13	98136075	98136475	*
28610	chr13	98206314	98206714	*
28611	chr13	98241864	98242264	*
28612	chr13	98255005	98255405	*
28613	chr13	98262905	98263305	*
28614	chr13	98299018	98299418	*
28615	chr13	98316839	98317239	*
28616	chr13	98332110	98332510	*
28617	chr13	98354042	98354442	*
28618	chr13	98357593	98357993	*
28619	chr13	98365925	98366325	*
28620	chr13	98425467	98425867	*
28621	chr13	98432888	98433288	*
28622	chr13	98468136	98468536	*
28623	chr13	98492530	98492930	*
28624	chr13	98504740	98505140	*
28625	chr13	98573297	98573697	*
28626	chr13	98588902	98589302	*
28627	chr13	98632295	98632695	*
28628	chr13	98634025	98634425	*
28629	chr13	98653090	98653490	*
28630	chr13	98662194	98662594	*
28631	chr13	98683436	98683836	*
28632	chr13	98692045	98692445	*
28633	chr13	98715914	98716314	*
28634	chr13	98722321	98722721	*
28635	chr13	98726506	98726906	*
28636	chr13	98729730	98730130	*
28637	chr13	98761747	98762147	*
28638	chr13	98768356	98768756	*
28639	chr13	98777891	98778291	*
28640	chr13	98803712	98804112	*
28641	chr13	98810198	98810598	*
28642	chr13	98815159	98815559	*
28643	chr13	98819094	98819494	*
28644	chr13	98820624	98821024	*
28645	chr13	98831069	98831469	*
28646	chr13	98832409	98832809	*
28647	chr13	98834220	98834620	*
28648	chr13	98867782	98868182	*
28649	chr13	98871211	98871611	*
28650	chr13	98872458	98872858	*
28651	chr13	98874201	98874601	*
28652	chr13	98890821	98891221	*
28653	chr13	98896686	98897086	*
28654	chr13	98902627	98903027	*
28655	chr13	98912581	98912981	*
28656	chr13	98926120	98926520	*
28657	chr13	98931778	98932178	*
28658	chr13	98944564	98944964	*
28659	chr13	98946506	98946906	*
28660	chr13	98955222	98955622	*
28661	chr13	98968019	98968419	*
28662	chr13	98997010	98997410	*
28663	chr13	99006349	99006749	*
28664	chr13	99028807	99029207	*
28665	chr13	99030501	99030901	*
28666	chr13	99055842	99056242	*
28667	chr13	99058677	99059077	*
28668	chr13	99062957	99063357	*
28669	chr13	99075442	99075842	*
28670	chr13	99087761	99088161	*
28671	chr13	99093324	99093724	*
28672	chr13	99100428	99100828	*
28673	chr13	99126042	99126442	*
28674	chr13	99138697	99139097	*
28675	chr13	99142893	99143293	*
28676	chr13	99152303	99152703	*
28677	chr13	99158993	99159393	*
28678	chr13	99164239	99164639	*
28679	chr13	99170402	99170802	*
28680	chr13	99175274	99175674	*
28681	chr13	99181196	99181596	*
28682	chr13	99184114	99184514	*
28683	chr13	99187486	99187886	*
28684	chr13	99196243	99196643	*
28685	chr13	99207516	99207916	*
28686	chr13	99218378	99218778	*
28687	chr13	99220829	99221229	*
28688	chr13	99238673	99239073	*
28689	chr13	99242082	99242482	*
28690	chr13	99263282	99263682	*
28691	chr13	99287331	99287731	*
28692	chr13	99299269	99299669	*
28693	chr13	99306184	99306584	*
28694	chr13	99314871	99315271	*
28695	chr13	99323615	99324015	*
28696	chr13	99331553	99331953	*
28697	chr13	99334030	99334430	*
28698	chr13	99337454	99337854	*
28699	chr13	99344522	99344922	*
28700	chr13	99353148	99353548	*
28701	chr13	99360395	99360795	*
28702	chr13	99368215	99368615	*
28703	chr13	99371302	99371702	*
28704	chr13	99375567	99375967	*
28705	chr13	99384867	99385267	*
28706	chr13	99388420	99388820	*
28707	chr13	99389820	99390220	*
28708	chr13	99391423	99391823	*
28709	chr13	99393171	99393571	*
28710	chr13	99395661	99396061	*
28711	chr13	99410789	99411189	*
28712	chr13	99412728	99413128	*
28713	chr13	99433074	99433474	*
28714	chr13	99437836	99438236	*
28715	chr13	99503639	99504039	*
28716	chr13	99513121	99513521	*
28717	chr13	99514874	99515274	*
28718	chr13	99516556	99516956	*
28719	chr13	99558582	99558982	*
28720	chr13	99570656	99571056	*
28721	chr13	99647908	99648308	*
28722	chr13	99679911	99680311	*
28723	chr13	99726260	99726660	*
28724	chr13	99745561	99745961	*
28725	chr13	99830123	99830523	*
28726	chr13	99857913	99858313	*
28727	chr13	99920892	99921292	*
28728	chr13	99932411	99932811	*
28729	chr13	99939275	99939675	*
28730	chr13	99955615	99956015	*
28731	chr13	99970045	99970445	*
28732	chr13	99972357	99972757	*
28733	chr13	99977687	99978087	*
28734	chr13	99995059	99995459	*
28735	chr13	99999055	99999455	*
28736	chr13	100001827	100002227	*
28737	chr13	100015492	100015892	*
28738	chr13	100098729	100099129	*
28739	chr13	100103717	100104117	*
28740	chr13	100107936	100108336	*
28741	chr13	100124674	100125074	*
28742	chr13	100134620	100135020	*
28743	chr13	100141915	100142315	*
28744	chr13	100145113	100145513	*
28745	chr13	100152628	100153028	*
28746	chr13	100156640	100157040	*
28747	chr13	100183099	100183499	*
28748	chr13	100195427	100195827	*
28749	chr13	100201937	100202337	*
28750	chr13	100203340	100203740	*
28751	chr13	100213687	100214087	*
28752	chr13	100247073	100247473	*
28753	chr13	100285339	100285739	*
28754	chr13	100317489	100317889	*
28755	chr13	100398617	100399017	*
28756	chr13	100402949	100403349	*
28757	chr13	100408270	100408670	*
28758	chr13	100436625	100437025	*
28759	chr13	100438686	100439086	*
28760	chr13	100440176	100440576	*
28761	chr13	100449494	100449894	*
28762	chr13	100453204	100453604	*
28763	chr13	100461800	100462200	*
28764	chr13	100491787	100492187	*
28765	chr13	100522770	100523170	*
28766	chr13	100552321	100552721	*
28767	chr13	100575951	100576351	*
28768	chr13	100584517	100584917	*
28769	chr13	100588770	100589170	*
28770	chr13	100594002	100594402	*
28771	chr13	100602249	100602649	*
28772	chr13	100616729	100617129	*
28773	chr13	100642536	100642936	*
28774	chr13	100648200	100648600	*
28775	chr13	100650858	100651258	*
28776	chr13	100656176	100656576	*
28777	chr13	100659876	100660276	*
28778	chr13	100662780	100663180	*
28779	chr13	100669803	100670203	*
28780	chr13	100675978	100676378	*
28781	chr13	100682827	100683227	*
28782	chr13	100697442	100697842	*
28783	chr13	100713343	100713743	*
28784	chr13	100730767	100731167	*
28785	chr13	100744060	100744460	*
28786	chr13	100750727	100751127	*
28787	chr13	100775721	100776121	*
28788	chr13	100786378	100786778	*
28789	chr13	100795328	100795728	*
28790	chr13	100824389	100824789	*
28791	chr13	100833243	100833643	*
28792	chr13	100834870	100835270	*
28793	chr13	100846266	100846666	*
28794	chr13	100848836	100849236	*
28795	chr13	100854168	100854568	*
28796	chr13	100859114	100859514	*
28797	chr13	100866324	100866724	*
28798	chr13	100873393	100873793	*
28799	chr13	100881935	100882335	*
28800	chr13	100892173	100892573	*
28801	chr13	100894156	100894556	*
28802	chr13	100933296	100933696	*
28803	chr13	100939643	100940043	*
28804	chr13	101318803	101319203	*
28805	chr13	101506703	101507103	*
28806	chr13	101509907	101510307	*
28807	chr13	101513314	101513714	*
28808	chr13	101523567	101523967	*
28809	chr13	101540578	101540978	*
28810	chr13	101547869	101548269	*
28811	chr13	101549561	101549961	*
28812	chr13	101565202	101565602	*
28813	chr13	101569268	101569668	*
28814	chr13	101592310	101592710	*
28815	chr13	101606977	101607377	*
28816	chr13	101624055	101624455	*
28817	chr13	101632775	101633175	*
28818	chr13	101654886	101655286	*
28819	chr13	101659007	101659407	*
28820	chr13	101663947	101664347	*
28821	chr13	101680091	101680491	*
28822	chr13	101694023	101694423	*
28823	chr13	101699857	101700257	*
28824	chr13	101706018	101706418	*
28825	chr13	101711990	101712390	*
28826	chr13	101719267	101719667	*
28827	chr13	101722599	101722999	*
28828	chr13	101730348	101730748	*
28829	chr13	101732650	101733050	*
28830	chr13	101734238	101734638	*
28831	chr13	101736006	101736406	*
28832	chr13	101740073	101740473	*
28833	chr13	101742663	101743063	*
28834	chr13	101753721	101754121	*
28835	chr13	101760290	101760690	*
28836	chr13	101761637	101762037	*
28837	chr13	101768143	101768543	*
28838	chr13	101796957	101797357	*
28839	chr13	101801241	101801641	*
28840	chr13	101811976	101812376	*
28841	chr13	101841261	101841661	*
28842	chr13	101844026	101844426	*
28843	chr13	101847165	101847565	*
28844	chr13	101850149	101850549	*
28845	chr13	101866859	101867259	*
28846	chr13	101879775	101880175	*
28847	chr13	101905678	101906078	*
28848	chr13	101908979	101909379	*
28849	chr13	101914674	101915074	*
28850	chr13	101918162	101918562	*
28851	chr13	102022435	102022835	*
28852	chr13	102025739	102026139	*
28853	chr13	102082721	102083121	*
28854	chr13	102089540	102089940	*
28855	chr13	102094159	102094559	*
28856	chr13	102127972	102128372	*
28857	chr13	102143793	102144193	*
28858	chr13	102148017	102148417	*
28859	chr13	102240044	102240444	*
28860	chr13	102312104	102312504	*
28861	chr13	102380673	102381073	*
28862	chr13	102398677	102399077	*
28863	chr13	102489370	102489770	*
28864	chr13	102573169	102573569	*
28865	chr13	102579666	102580066	*
28866	chr13	102582347	102582747	*
28867	chr13	102584026	102584426	*
28868	chr13	102644791	102645191	*
28869	chr13	102652298	102652698	*
28870	chr13	102658443	102658843	*
28871	chr13	102665213	102665613	*
28872	chr13	102668926	102669326	*
28873	chr13	102674095	102674495	*
28874	chr13	102678530	102678930	*
28875	chr13	102682594	102682994	*
28876	chr13	102684682	102685082	*
28877	chr13	102688152	102688552	*
28878	chr13	102689457	102689857	*
28879	chr13	102693203	102693603	*
28880	chr13	102695118	102695518	*
28881	chr13	102700313	102700713	*
28882	chr13	102705854	102706254	*
28883	chr13	102716981	102717381	*
28884	chr13	102720047	102720447	*
28885	chr13	102726983	102727383	*
28886	chr13	102734629	102735029	*
28887	chr13	102735635	102736035	*
28888	chr13	102736438	102736838	*
28889	chr13	102745570	102745970	*
28890	chr13	102844042	102844442	*
28891	chr13	102849102	102849502	*
28892	chr13	102860167	102860567	*
28893	chr13	102866080	102866480	*
28894	chr13	102880523	102880923	*
28895	chr13	102886169	102886569	*
28896	chr13	102888897	102889297	*
28897	chr13	102895784	102896184	*
28898	chr13	102899221	102899621	*
28899	chr13	102905853	102906253	*
28900	chr13	102942573	102942973	*
28901	chr13	102943550	102943950	*
28902	chr13	102958243	102958643	*
28903	chr13	103065415	103065815	*
28904	chr13	103096694	103097094	*
28905	chr13	103102617	103103017	*
28906	chr13	103109871	103110271	*
28907	chr13	103144205	103144605	*
28908	chr13	103239593	103239993	*
28909	chr13	103334296	103334696	*
28910	chr13	103387025	103387425	*
28911	chr13	103505010	103505410	*
28912	chr13	103617576	103617976	*
28913	chr13	103638036	103638436	*
28914	chr13	103648290	103648690	*
28915	chr13	103681413	103681813	*
28916	chr13	103697962	103698362	*
28917	chr13	103703369	103703769	*
28918	chr13	103705323	103705723	*
28919	chr13	103710194	103710594	*
28920	chr13	103735456	103735856	*
28921	chr13	103742419	103742819	*
28922	chr13	103767945	103768345	*
28923	chr13	103774353	103774753	*
28924	chr13	103788956	103789356	*
28925	chr13	103807442	103807842	*
28926	chr13	103841662	103842062	*
28927	chr13	103848010	103848410	*
28928	chr13	103856093	103856493	*
28929	chr13	103868894	103869294	*
28930	chr13	103890125	103890525	*
28931	chr13	103893047	103893447	*
28932	chr13	103897611	103898011	*
28933	chr13	103899997	103900397	*
28934	chr13	103909919	103910319	*
28935	chr13	103920302	103920702	*
28936	chr13	103924062	103924462	*
28937	chr13	103926751	103927151	*
28938	chr13	103958608	103959008	*
28939	chr13	103973980	103974380	*
28940	chr13	103978218	103978618	*
28941	chr13	104015731	104016131	*
28942	chr13	104032486	104032886	*
28943	chr13	104038292	104038692	*
28944	chr13	104041017	104041417	*
28945	chr13	104044492	104044892	*
28946	chr13	104048829	104049229	*
28947	chr13	104065663	104066063	*
28948	chr13	104074690	104075090	*
28949	chr13	104089337	104089737	*
28950	chr13	104094755	104095155	*
28951	chr13	104109347	104109747	*
28952	chr13	104132529	104132929	*
28953	chr13	104139611	104140011	*
28954	chr13	104178612	104179012	*
28955	chr13	104228683	104229083	*
28956	chr13	104284963	104285363	*
28957	chr13	104286803	104287203	*
28958	chr13	104288185	104288585	*
28959	chr13	104318091	104318491	*
28960	chr13	104432742	104433142	*
28961	chr13	104504053	104504453	*
28962	chr13	104510975	104511375	*
28963	chr13	104521559	104521959	*
28964	chr13	104542342	104542742	*
28965	chr13	104588928	104589328	*
28966	chr13	104606775	104607175	*
28967	chr13	104610455	104610855	*
28968	chr13	104623170	104623570	*
28969	chr13	104651782	104652182	*
28970	chr13	104693441	104693841	*
28971	chr13	104720128	104720528	*
28972	chr13	104789633	104790033	*
28973	chr13	104794410	104794810	*
28974	chr13	104805665	104806065	*
28975	chr13	104816954	104817354	*
28976	chr13	104823116	104823516	*
28977	chr13	104827003	104827403	*
28978	chr13	104863408	104863808	*
28979	chr13	104931884	104932284	*
28980	chr13	104935782	104936182	*
28981	chr13	104947934	104948334	*
28982	chr13	105047319	105047719	*
28983	chr13	105048735	105049135	*
28984	chr13	105055213	105055613	*
28985	chr13	105067421	105067821	*
28986	chr13	105117615	105118015	*
28987	chr13	105139781	105140181	*
28988	chr13	105152799	105153199	*
28989	chr13	105198018	105198418	*
28990	chr13	105203899	105204299	*
28991	chr13	105214274	105214674	*
28992	chr13	105227012	105227412	*
28993	chr13	105235595	105235995	*
28994	chr13	105266697	105267097	*
28995	chr13	105274139	105274539	*
28996	chr13	105293242	105293642	*
28997	chr13	105299939	105300339	*
28998	chr13	105310580	105310980	*
28999	chr13	105316020	105316420	*
29000	chr13	105326910	105327310	*
29001	chr13	105340740	105341140	*
29002	chr13	105375443	105375843	*
29003	chr13	105377009	105377409	*
29004	chr13	105379973	105380373	*
29005	chr13	105425957	105426357	*
29006	chr13	106638987	106639387	*
29007	chr13	106662212	106662612	*
29008	chr13	106691795	106692195	*
29009	chr13	106743107	106743507	*
29010	chr13	106760213	106760613	*
29011	chr13	106779834	106780234	*
29012	chr13	106784564	106784964	*
29013	chr13	106813157	106813557	*
29014	chr13	106829601	106830001	*
29015	chr13	106836149	106836549	*
29016	chr13	106842501	106842901	*
29017	chr13	106847531	106847931	*
29018	chr13	106880816	106881216	*
29019	chr13	106936772	106937172	*
29020	chr13	106946855	106947255	*
29021	chr13	106971787	106972187	*
29022	chr13	106998603	106999003	*
29023	chr13	107003195	107003595	*
29024	chr13	107014750	107015150	*
29025	chr13	107017539	107017939	*
29026	chr13	107022241	107022641	*
29027	chr13	107025623	107026023	*
29028	chr13	107027215	107027615	*
29029	chr13	107044134	107044534	*
29030	chr13	107057081	107057481	*
29031	chr13	107059446	107059846	*
29032	chr13	107094505	107094905	*
29033	chr13	107101571	107101971	*
29034	chr13	107113952	107114352	*
29035	chr13	107118109	107118509	*
29036	chr13	107124164	107124564	*
29037	chr13	107134194	107134594	*
29038	chr13	107168662	107169062	*
29039	chr13	107208049	107208449	*
29040	chr13	107330636	107331036	*
29041	chr13	107389118	107389518	*
29042	chr13	107449713	107450113	*
29043	chr13	107456393	107456793	*
29044	chr13	107461029	107461429	*
29045	chr13	107469712	107470112	*
29046	chr13	107485644	107486044	*
29047	chr13	107493774	107494174	*
29048	chr13	107562465	107562865	*
29049	chr13	107573493	107573893	*
29050	chr13	107598675	107599075	*
29051	chr13	107600961	107601361	*
29052	chr13	107607365	107607765	*
29053	chr13	107619504	107619904	*
29054	chr13	107628648	107629048	*
29055	chr13	107635700	107636100	*
29056	chr13	107639608	107640008	*
29057	chr13	107646037	107646437	*
29058	chr13	107667752	107668152	*
29059	chr13	107676367	107676767	*
29060	chr13	107692381	107692781	*
29061	chr13	107700238	107700638	*
29062	chr13	107709901	107710301	*
29063	chr13	107756275	107756675	*
29064	chr13	107781742	107782142	*
29065	chr13	107798134	107798534	*
29066	chr13	107810423	107810823	*
29067	chr13	107831164	107831564	*
29068	chr13	107832784	107833184	*
29069	chr13	107838079	107838479	*
29070	chr13	107860119	107860519	*
29071	chr13	107868355	107868755	*
29072	chr13	107873100	107873500	*
29073	chr13	107889999	107890399	*
29074	chr13	107899634	107900034	*
29075	chr13	107903538	107903938	*
29076	chr13	107913635	107914035	*
29077	chr13	107917576	107917976	*
29078	chr13	107919620	107920020	*
29079	chr13	107923244	107923644	*
29080	chr13	107927837	107928237	*
29081	chr13	107934803	107935203	*
29082	chr13	107944830	107945230	*
